trade_date,exchange,symbol,n_rows,first_timestamp,last_timestamp,duration_seconds,mean_snapshot_interval_ms,p50_snapshot_interval_ms,p95_snapshot_interval_ms,p99_snapshot_interval_ms,n_duplicate_timestamps,n_duplicate_sequence_numbers,n_non_monotonic_sequence,n_missing_values_by_column,n_crossed_book_rows,n_zero_or_negative_price_rows,n_zero_or_negative_size_rows,spread_mean,spread_p50,spread_p95,depth_top10_mean,depth_top10_p50,depth_top10_p95,file_size_mb
2024-01-12,BINANCE,BTC-USDT,10808,2024-01-12 00:00:15.602999808+00:00,2024-01-12 23:59:39.520999936+00:00,86363.918,7991.479411504395,3500.9999359999997,30113.7000704,61120.999838720054,0,0,0,{},0,0,0,0.07664822787046432,0.01171875,0.01171875,7.460643291473389,6.508404970169067,11.438405656814574,759.2053
2024-01-13,BINANCE,BTC-USDT,148825,2024-01-13 00:00:00.231000064+00:00,2024-01-13 23:59:58.502000128+00:00,86398.271,580.5399061983551,400.0,1500.999936,2700.999936,0,0,0,{},0,0,0,0.020954744890332222,0.01171875,0.01171875,7.591384410858154,7.02554988861084,11.8509220123291,759.2053
2024-01-14,BINANCE,BTC-USDT,163868,2024-01-14 00:00:00.003000064+00:00,2024-01-14 23:59:59.164999936+00:00,86399.161999,527.2517468426956,400.0,1500.0,2300.0,0,0,0,{},0,0,0,0.018587345257401466,0.01171875,0.01171875,8.35128116607666,7.760196208953857,13.238126325607297,759.2053
2024-01-15,BINANCE,BTC-USDT,175920,2024-01-15 00:00:01.466000128+00:00,2024-01-15 23:59:59.448999936+00:00,86397.982999,491.1236591829649,400.0,1399.999744,2100.999936,0,0,0,{},0,0,0,0.021463213488459587,0.01171875,0.01171875,9.176623344421387,7.749730587005615,13.44994826316833,759.2053
2024-01-16,BINANCE,BTC-USDT,181104,2024-01-16 00:00:00.948999936+00:00,2024-01-16 23:59:59.769999872+00:00,86398.820999,477.0700706224414,400.0,1300.999936,2000.999936,0,0,0,{},0,0,0,0.022578813135623932,0.01171875,0.01171875,8.374405860900879,7.723995685577393,12.891482114791874,759.2053
2024-01-17,BINANCE,BTC-USDT,167870,2024-01-17 00:00:01.671000064+00:00,2024-01-17 23:59:59.928999936+00:00,86398.257999,514.6766704982575,400.0,1401.000192,2201.000192,0,0,0,{},0,0,0,0.019001217558979988,0.01171875,0.01171875,10.599661827087402,9.914290428161621,15.757942008972156,759.2053
2024-01-18,BINANCE,BTC-USDT,183912,2024-01-18 00:00:00.428999936+00:00,2024-01-18 23:59:59.712000+00:00,86399.283,469.78855533417794,399.99974399999996,1300.0,2000.999936,0,0,0,{},0,0,0,0.031278207898139954,0.01171875,0.01171875,11.126070976257324,10.399599075317383,17.20589132308959,759.2053
2024-01-19,BINANCE,BTC-USDT,164634,2024-01-19 00:00:00.512000+00:00,2024-01-19 23:59:59.635000064+00:00,86399.123,524.798327188741,400.0,1500.999936,2301.000192,0,0,0,{},0,0,0,0.02891833707690239,0.01171875,0.01171875,10.955240249633789,10.43467903137207,16.902831268310546,759.2053
2024-01-20,BINANCE,BTC-USDT,165422,2024-01-20 00:00:00.035000064+00:00,2024-01-20 23:59:58.407000064+00:00,86398.372,522.2938562818506,400.0,1500.999936,2301.9998720000003,0,0,0,{},0,0,0,0.013725053519010544,0.01171875,0.01171875,11.341602325439453,10.755383968353271,17.417615318298335,759.2053
2024-01-21,BINANCE,BTC-USDT,176978,2024-01-21 00:00:00.208000+00:00,2024-01-21 23:59:59.688999936+00:00,86399.480999,488.1960989277477,399.99974399999996,1400.000256,2102.0001279999997,0,0,0,{},0,0,0,0.011930706910789013,0.01171875,0.01171875,13.515525817871094,12.977543830871582,20.348104763031,759.2053
2024-01-22,BINANCE,BTC-USDT,169066,2024-01-22 00:00:01.089999872+00:00,2024-01-22 23:59:59.588999936+00:00,86398.499,511.03716913650965,400.0,1400.9999360000002,2200.999936,0,0,0,{},0,0,0,0.03586975112557411,0.01171875,0.01171875,9.470113754272461,8.964319229125977,15.14703917503357,759.2053
2024-01-23,BINANCE,BTC-USDT,152161,2024-01-23 00:00:00.890000128+00:00,2024-01-23 23:59:58.450000128+00:00,86397.56,567.8073080967403,400.999936,1600.999936,2500.9999359999997,0,0,0,{},0,0,0,0.029452793300151825,0.01171875,0.01171875,11.904718399047852,10.086859703063965,17.0699405670166,759.2053
2024-01-24,BINANCE,BTC-USDT,164873,2024-01-24 00:00:00.051000064+00:00,2024-01-24 23:59:59.971000064+00:00,86399.92,524.0424086564122,400.0,1500.0,2300.999936,0,0,0,{},0,0,0,0.01708845980465412,0.01171875,0.01171875,12.539844512939453,10.29928970336914,16.50597305297851,759.2053
2024-01-25,BINANCE,BTC-USDT,166660,2024-01-25 00:00:02.572999936+00:00,2024-01-25 23:59:59.933000192+00:00,86397.36,518.4080067698475,400.0,1500.0,2300.999936,0,0,0,{},0,0,0,0.013042881153523922,0.01171875,0.01171875,12.601300239562988,12.168049812316895,18.386971664428707,759.2053
